"experiment_id","experiment_type","window_days","generated_at","total","rerank_count","changed_count","avg_conf","trigger_rate","change_rate","wasted_reranks","rerank_cost_usd","wasted_cost_usd","bucket_[0.00,0.60)","trigger_[0.00,0.60)","change_[0.00,0.60)","bucket_[0.60,0.65)","trigger_[0.60,0.65)","change_[0.60,0.65)","bucket_[0.65,0.70)","trigger_[0.65,0.70)","change_[0.65,0.70)","bucket_[0.70,0.75)","trigger_[0.70,0.75)","change_[0.70,0.75)","bucket_[0.75,1.00]","trigger_[0.75,1.00]","change_[0.75,1.00]"
"baseline-2026-05-08T08-43-36","baseline","7","2026-05-08T08:43:36.092Z","55","49","1","0.456","89.0909","2.0408","48","0.0284","0.0278","35","88.5714","3.2258","3","100","0","13","84.6154","0","4","100","0"
